	lfc	se	pvalue	padj
Orc4	-0.007552736519472525	0.04395398795878666	0.8703072156564127	0.9510206383256193
Mbd5	-0.035444935984875414	0.10698465016970458	0.7538462514573568	0.8993304439142616
Epc2	-0.009858898531900806	0.03932283221037025	0.8120098181859852	0.9280193986949735
Kif5c	0.17608603446617188	0.07295178763162491	0.060584279750288475	0.32197799239473973
Lypd6b	0.1661953742663025	0.17551734924432416	0.38717554599642	0.6889910706409095
Lypd6	0.10229489059330632	0.21077373162927268	0.647959844073689	0.8455497460042747
Mmadhc	0.021053478987801633	0.06566423204953693	0.7614627298915906	0.9032177766289275
Rnd3	-0.1311803481053584	0.2872951437912902	0.6671053725083518	0.8567903041731065
Rbm43	0.056885117798956664	0.05103838658865989	0.3157272865787537	0.6356458134738007
Nmi	0.29149436889996005	0.12732837256975452	0.07071012057203217	0.34320819015107146
Tnfaip6	0.33741826258332797	0.11245265218066193	0.030080706982366767	0.24308780049812254
Rif1	-0.006699604415663529	0.06924023518467622	0.9266766419434243	0.9747210006791879
Neb	0.28033129679859564	0.15972826620076747	0.13961068948715627	0.4490172069290577
Arl5a	0.03338497585544964	0.06703988720316961	0.6396199914629147	0.8411071576543984
Cacnb4	0.36110741896395915	0.10614526269642027	0.019209057570270565	0.20386198957342042
Stam2	-0.10596085206702632	0.055732539508444444	0.11567930380387645	0.4172582524944101
Fmnl2	-0.19955150681089062	0.09665161279823571	0.09387651604931804	0.38336775859962363
Prpf40a	0.10115524103474449	0.059397623161408675	0.14929473391356965	0.4625171001359108
Arl6ip6	-0.03506653687258421	0.057000730752342854	0.5653441464441813	0.8011309512441774
Rprm	-0.16489967089206292	0.2513843548516486	0.5408262366039714	0.7877697169178123
Galnt13	-0.036548268607078604	0.2684928959923692	0.8970343046410176	0.9614779284199354
Kcnj3	-0.28354490119357134	0.10853947030168869	0.04753372136187098	0.29195832824778634
Nr4a2	-0.6264935287410873	0.17373591379562975	0.01544515064002928	0.1852396879698433
Gpd2	-0.3488448690224244	0.03931743556543265	0.00030248522600974213	0.0354637111430287
Galnt5	-0.09602277841905764	0.07700242482831193	0.267622014687601	0.5920215538970315
Ermn	0.2888883753399405	0.11175929046334672	0.049138495761933715	0.2976976720478379
Cytip	0.04315264961708676	0.17015952193910827	0.8099015201818166	0.927438452034904
Acvr1c	0.432552804347762	0.19399022077612949	0.07618741926924567	0.353085009234623
Acvr1	0.028014975237728557	0.04705316761925776	0.577505875010774	0.8075409930471243
Upp2	0.9796719666170763	0.2954353551977543	0.02110013026396811	0.21281650603639832
Ccdc148	-0.01901307792896656	0.050627542887887136	0.7226579648360343	0.8855455268080864
Pkp4	-0.05887399573462648	0.059748149373009554	0.3696926781540291	0.6769372687820399
Dapl1	0.06154246547561615	0.2378245771458625	0.8061259838056678	0.925900170067406
Tanc1	-1.1355120112331525	0.6278541001151836	0.13031364956132585	0.4369601505480023
Wdsub1	0.19126647302914224	0.10710593671544436	0.13419415166966883	0.4417290962268609
Baz2b	0.0902984650744365	0.08162807697710171	0.3189948206482137	0.6381826673285274
March7	-0.047798360049978506	0.0507988989126652	0.38994018786372914	0.6917308999493429
Cd302	0.4190056764604062	0.0764245532646251	0.0027530821140472517	0.09581305353118973
Ly75	0.1402033479581739	0.11481454817370425	0.2764718981951205	0.5996231898098046
Pla2r1	0.2692250249179652	0.12694234281012706	0.08741194710110677	0.3744121909694941
Itgb6	0.03403176924296243	0.09334859493348878	0.7303461572555534	0.8886929533239294
Rbms1	0.23706217307765787	0.11361049632615051	0.091290653113423	0.3799546375366458
Tank	0.10978092936912098	0.040483013012580074	0.04218660090929303	0.27568892599317757
Psmd14	-0.06206847057809206	0.04411810684464492	0.21847793157966816	0.5468895649520736
Tbr1	0.06315882487734203	0.2756093400261722	0.827822714667832	0.9339743922332677
Slc4a10	-0.3448600434084508	0.12285910471525183	0.037683214171803696	0.26508136743578165
Dpp4	0.07896632961482553	0.1530579243284055	0.6279028356231531	0.8346223467805829
Gcg	-0.060783469576667054	0.051537308692475234	0.29129266360560624	0.6126598804104523
Fap	0.18417821384998012	0.2147491142948091	0.4302709857420302	0.7194665997633283
Ifih1	0.5459801399525617	0.18430662152908237	0.031433563192719324	0.24659088308644134
Gca	0.08223675388921681	0.08109518541962689	0.357076110617095	0.6682851329232582
Kcnh7	0.01925942651620627	0.10004762737721279	0.8549231026018531	0.9445751777243172
Fign	-0.902625746425251	0.6049115114408381	0.19586522800594006	0.5217687899600498
Grb14	0.19868995137664847	0.11880340195585616	0.15530038648595398	0.4712317711085362
Cobll1	0.06893605267309777	0.09380014136152637	0.4953872614664334	0.7622867745789454
Slc38a11	0.3529190990397768	0.07582289718887561	0.005559452101426073	0.12342590172956948
Scn3a	-0.17516853819744949	0.0945077251382266	0.12299663751592313	0.42877634221335414
Scn2a	-0.08276746623038189	0.060509086078229975	0.22963013665736484	0.5561113080988717
Csrnp3	-0.05637223647250256	0.09850551582140032	0.591904670932037	0.8154302899479741
Galnt3	-0.29760200361749467	0.24397655399822363	0.2769341544283303	0.5997382217455073
Ttc21b	-0.09404400603219543	0.05124032408567991	0.12589803612817332	0.4323375557320556
Scn1a	0.08468245276425357	0.13346217536166335	0.5536438243835222	0.7952468730626647
Scn9a	-0.3835195863317593	0.28615136727753915	0.23783391111625166	0.5659209630580995
Scn7a	-0.1753056992853077	0.08412539517432718	0.09161130888608598	0.38041360140564867
B3galt1	-0.13920068028882326	0.021732358250162502	0.001375352061793516	0.07017266954786609
Stk39	-0.11360855760178712	0.09671589981428251	0.2930220590066691	0.6141752866156341
Cers6	-0.100057720574938	0.059348044564638505	0.15261663743576795	0.46739088782133165
Nostrin	0.551044633865287	0.07726030474916293	0.0008409509632758586	0.05711357337174635
Spc25	0.36245947309844595	0.21353110196520475	0.1503692979615748	0.4641932520266654
Dhrs9	-0.06251244761660546	0.07639609569397875	0.45042611035399144	0.7325850088805423
Lrp2	-0.051290314463612985	0.1153705997201284	0.6752138730474058	0.8617340567995705
Bbs5	0.025946568654518387	0.1820630636644709	0.8922387032421969	0.9592610564058764
Klhl41	-0.1282978241523287	0.15863316817568288	0.45539200554579173	0.7374691657207566
Fastkd1	-0.0896557808958578	0.04087328262932802	0.07974359354987924	0.36114180761305525
Ppig	-0.09849101103345248	0.02563463831356321	0.012097752357863053	0.17020250572581627
Ccdc173	-0.08862858543512653	0.06379917855083278	0.2234692432720222	0.5514173217720053
Phospho2	0.152036205833598	0.07753557786152741	0.10717030589950254	0.4054183586934425
Klhl23	-0.5017080111743493	0.21284823370440578	0.06498325508872761	0.33237567755933045
Ssb	-0.006486249555310408	0.03934399583060728	0.8755120646621569	0.9539561633295249
Mettl5	-0.18303443165491728	0.050545340958979924	0.015200467152501286	0.1842870281094764
Ubr3	-0.007170442329484494	0.04830541016343182	0.8877965967923587	0.9579118033002986
Myo3b	0.6525161947355	0.6786106768441127	0.3804382128834586	0.6848007397736567
Sp5	-0.010925020893295723	0.14516400727061807	0.942926356531275	0.9802235945049999
Erich2	0.051916464584571775	0.1685992891826334	0.7705516293798711	0.9081697551175424
Gad1	0.3241733023000499	0.3274685398432541	0.36766090722425826	0.676200425769573
Gorasp2	-0.05073034142800115	0.058105244250090386	0.4225621911323131	0.7140364506273033
Tlk1	0.16433239691930535	0.13526525583865467	0.2786443013986884	0.6010969063911007
Mettl8	-0.001188990179759486	0.07738908996180163	0.9883361512592524	0.9961093108442082
Dcaf17	0.04520049141452187	0.07664539576040935	0.5810080181821102	0.8101082615189327
Cybrd1	0.05608337871813274	0.13712094689049986	0.6994648223496411	0.873277422252583
Dync1i2	0.014795553980261111	0.046487647077823935	0.7631453382644746	0.9040816673964477
Slc25a12	-0.1885717164865257	0.03898647092873297	0.004727984620205989	0.1161341957750746
Hat1	0.030232200195960957	0.07097365866475175	0.6878485756212758	0.8682670131028795
Metap1d	-0.07470040735868899	0.05923778737276151	0.2629369863172939	0.588852110785537
Dlx1	-0.7463882981836507	0.4992174709419888	0.195123523248507	0.5211111398055311
Dlx2	-0.4808096109157365	0.5161432044468631	0.39433127539251234	0.6958465321854849
Itga6	0.01103999909029163	0.09241137552753659	0.9095579765215354	0.967304613246165
Pdk1	0.09592628089626487	0.08036018539522612	0.28613599082319247	0.6082183443870637
Rapgef4	0.38357231424750715	0.12049919324865456	0.024450574370658087	0.22517386383158697
Map3k20	-0.20195323146375888	0.16111108569192642	0.265442303530493	0.5905823310447617
Sp3	0.08729697100994738	0.05789023813357081	0.19192769286502906	0.5177784366125368
Ola1	0.06757958377012052	0.0610962491834786	0.3190347684439798	0.6381853529946068
Sp9	0.37845622329306305	0.6094047901917052	0.5617943160713723	0.7995714024085971
Cir1	-0.07111380472468909	0.039298395575898586	0.13014181782914663	0.4367553755252678
Scrn3	0.02600059454247372	0.1330001764164227	0.8527032926207619	0.9434467659670582
Gpr155	0.4356631866648124	0.3246314813861869	0.23730372383167406	0.565462149270327
Wipf1	0.4674773641895569	0.05344222986628511	0.00032356079239680385	0.036229746753916464
Chrna1	-0.3711388480404063	0.2094767217340598	0.1366405201955788	0.44468958465433395
Chn1	-0.0074833485180647585	0.09901001474676548	0.9426828079612648	0.9802235945049999
Atf2	0.13854015006106035	0.048457478150402286	0.03544776777394782	0.25925033462229535
Atp5g3	-0.22697636376734032	0.057186626967630695	0.010646298344781376	0.16072507574208303
Lnpk	0.1739285985520267	0.03800446554470161	0.005966289747506086	0.12759215500132357
Hoxd8	-0.02785002377114542	0.06927575750467642	0.704280598047897	0.8755150318990045
Hoxd1	0.21178948170623663	0.04438786630960399	0.005008872599631602	0.11793066596189661
Mtx2	0.003309877971316766	0.03129872200116316	0.9198913564277766	0.9718451258227716
Hnrnpa3	-0.07533331585888803	0.06528622854526628	0.30070014267349204	0.6205835279070533
Nfe2l2	0.5019967917254125	0.20345480338380556	0.05671350568770986	0.315773311729044
Agps	0.037956014908110625	0.054780341357574126	0.519245578138601	0.7769414058842516
Ttc30b	-0.01575124025081731	0.09055323985905923	0.868732374108887	0.9504916814832518
Ttc30a2	0.028070378960470044	0.06391159292084528	0.6788439319555368	0.8643580538600928
Ttc30a1	-0.08088124687706744	0.06917875931503312	0.2950381059314646	0.6155843656636428
Pde11a	-0.20502568779380637	0.22849997057592253	0.41069491336696734	0.7071344248379686
Cyct	-0.08031926566524922	0.06691884976534028	0.2838026844566991	0.6060076934616877
Rbm45	-0.08099968363080112	0.0408205209299913	0.10400640062042579	0.40086962197627857
Osbpl6	0.20693362856335273	0.0571715767140712	0.015227220765465836	0.1842870281094764
Prkra	-0.1527933039954661	0.16655981727751012	0.401044353298546	0.7005235778257567
Pjvk	-0.047138043129112295	0.10339575980409471	0.6675793939979782	0.8569859279106177
Fkbp7	0.08413215655318185	0.10029729390682424	0.4398148239886194	0.7246473684601866
Plekha3	-0.09609064456992389	0.06308612147874372	0.1882168282096123	0.5146759573193116
Ttn	-0.41033331586942867	0.2775479275591524	0.19934950766348458	0.5271871238497942
Ccdc141	0.2406916065710396	0.18055810566716515	0.2400277157178935	0.5678159943521033
Sestd1	-0.5840599779115809	0.17248303144404487	0.01954214891552087	0.2056163950354993
Zfp385b	0.047325395669614245	0.304270743784382	0.8824821798651021	0.956249694416115
Cwc22	0.049813950330315215	0.02431278975205123	0.09577953478915584	0.3865555394530115
Ube2e3	-0.10795487596885511	0.07926794574305707	0.23137811428039803	0.5575672896748192
Itga4	-0.5042141854344258	0.1667601183074688	0.02929563155453374	0.24176479329908934
Cerkl	-0.33204055374268715	0.1308355770825259	0.05203011847453486	0.3053283239270628
Neurod1	-0.629575257576616	0.28092613205217454	0.07511366350298905	0.3508178130528105
Itprid2	0.2007830792800256	0.10180186436011937	0.1056138429382476	0.40323467201084795
Ppp1r1c	0.007792864514483466	0.09415687209050716	0.9372498825398977	0.9785686735468357
Pde1a	-0.05583825803985487	0.2151858781320803	0.8056037375018003	0.9256575647905929
Dnajc10	0.05298058555224561	0.050206063032235716	0.3396037516416427	0.6542348931812138
Frzb	-0.37497029238585267	0.30683559701997065	0.27615032231513664	0.5994013889432148
Nckap1	-0.1411087000266953	0.03441658474177318	0.009354637291247804	0.15205654774986968
Dusp19	0.13738466587024512	0.07418598003814779	0.12324806192524367	0.42883892058223594
Nup35	-0.15269658161307387	0.05331747941489595	0.035244709435626055	0.2586019936441786
Zfp804a	-0.5642002843246905	0.24864565172649106	0.0725210417512202	0.34618693075062695
Zc3h15	0.0853413163488499	0.04398610158125947	0.11004431744074328	0.40907187128691863
Itgav	0.21203256611916732	0.06699578278091599	0.024958398835059445	0.22719564490218486
Fam171b	-0.0887333415462308	0.05420251157875989	0.16254220791799484	0.48084918380321634
Calcrl	-0.00045959007048468337	0.22831177315445952	0.9984717097893683	0.9994995660971326
Tfpi	0.29580694949083	0.15428316016687102	0.11332046445322982	0.4146083018405799
Ctnnd1	0.008211793354302444	0.030075213032972472	0.7957394738632962	0.9203795342473101
Selenoh	-0.168789156609515	0.06941778198294508	0.059271193355519634	0.32004243969279084
Tmx2	-0.13795376707432183	0.09082902082621302	0.18926902393896708	0.5156318140513415
Med19	-0.14254362492178974	0.07075778149733947	0.10006625176626455	0.39412346175770874
Zdhhc5	-0.28318821805816086	0.06660849276070276	0.008079955529533644	0.14192008394770678
Clp1	0.1824234923638164	0.15403729583463743	0.28952541732381903	0.6116728481802265
Ypel4	-0.29141599166986065	0.0362852096023975	0.00048397315133729687	0.044422309923822755
Gm19426	-0.15239500138348072	0.1518299077605999	0.36158526311746775	0.6723696270635388
Serping1	0.18378465825826318	0.20032322009211842	0.4010002293408154	0.7005235778257567
Ube2l6	0.027517386378585584	0.09270671508665788	0.7785374151766118	0.912805421283106
Timm10	-0.04057180475333588	0.08461566529888757	0.6518326314840166	0.8476593164775235
Slc43a1	0.16629269990605539	0.08446507817144484	0.10609017559100528	0.4039018021569404
Rtn4rl2	-0.2862141947914072	0.09322950330077737	0.027783934221745136	0.23651513237414143
Slc43a3	0.070798231254533	0.3833727550649808	0.8607430542169164	0.9472630287585162
P2rx3	-0.09574830320838701	0.23175081268322456	0.6966163294753205	0.8721447737813964
Ssrp1	-0.16267628053708094	0.11331046522966062	0.21057770436596823	0.5397908352558481
Tnks1bp1	-0.037200017129516816	0.05774688606607709	0.5478347673069922	0.7913280172019777
Aplnr	-0.23745809583155247	0.10022125452991755	0.0640051477107727	0.33052666987048934
Lrrc55	-0.4274868786113979	0.09377812819468771	0.006065254612620077	0.12854451795028524
Olfr994	-0.032625741431620565	0.018808462923940495	0.1433333722158397	0.45518505694087186
4833423E24Rik	-0.2539224248968437	0.11726365043941288	0.0826217669869707	0.3653047188944397
Olfr1012	0.007009208812978597	0.03701516377558314	0.8572572075213047	0.9453579355324521
Olfr1022	-0.10708506855289268	0.06555002610043917	0.1632627648726072	0.48172327787454355
Olfr1030	-0.06853036843877254	0.03237012474918745	0.08782922886297018	0.37478187463442436
Olfr1033	0.04174157853743321	0.0555378934175661	0.4861495473489613	0.7576089307492228
Olfr1034	-0.061143841908248536	0.11322140725134473	0.6123457727019402	0.8270401461631679
Olfr1080	-0.06324278447135309	0.048364559423526236	0.24789408208792704	0.5743079900727571
Olfr1105	-0.1159586609230604	0.031031785633995133	0.013476396643623538	0.17652440486948331
Olfr259	-0.016311487219996146	0.06216064683244787	0.8034749286684596	0.9245610501056875
Olfr1110	-0.03584690271116389	0.04061041642290844	0.4178087551513383	0.7116007141362841
Olfr1124	-0.07535264420290883	0.03573925807524658	0.08880191557075227	0.3768409408391697
Olfr153	-0.061814721580456436	0.033050766965161446	0.12036771696618563	0.424989049373775
Olfr1131	-0.02405220563973859	0.0534319050954533	0.6714501477672665	0.8589137501153512
Olfr1154	-0.033022796376127234	0.04288722738789516	0.47609034473105843	0.7503724804027065
Olfr1180	-0.12087201005280407	0.03769609942181143	0.023821990196136063	0.22261239114320253
Olfr1186	0.011783830592328438	0.039239876102683355	0.776031402386972	0.9108040781152895
Olfr1189	-0.0783049938157179	0.03555674574299612	0.07886970036323876	0.35976683683904526
Ptprj	-0.04536294290605003	0.0979206832299634	0.6626418983629702	0.8541626999860562
Nup160	-0.074807389092018	0.10252390239845113	0.49833285436713337	0.7643292276436335
Fnbp4	-0.052025108005872234	0.06889486398671213	0.48419723841704404	0.7563375527874137
Agbl2	0.20450064109820998	0.2830734622626182	0.5023955851654835	0.7675694471691875
C1qtnf4	-0.15126699130065369	0.05216041804382162	0.03378936210339257	0.2537809836125318
Ndufs3	-0.0029485224877934257	0.1292944114637342	0.9826881541750304	0.9936270068540828
Kbtbd4	-0.11720163544437945	0.031147755720968576	0.013120169025419468	0.17521507248798054
Ptpmt1	0.1336259934572066	0.13573074073849145	0.370083435388767	0.6771422168089608
Celf1	0.043309352511927024	0.11777152091942562	0.728120331268006	0.8883255160006994
Rapsn	-0.07839404042836659	0.09690628090886473	0.4552885287775347	0.7374460777210882
Psmc3	0.09536132651342921	0.03487475397692893	0.0410649509239997	0.27314208904538345
Slc39a13	-0.013851028344451954	0.10729922947555376	0.9023200908819704	0.9639558887404583
Spi1	0.7418214298483439	0.1417587632125828	0.0033733810422306673	0.10442951687100217
Mybpc3	0.058990331791763606	0.11425406491511535	0.6276533959429309	0.8346223467805829
Madd	-0.06822021469651673	0.03375950125859375	0.09927263465250041	0.3922265591396951
Nr1h3	0.3142061863227332	0.11668083016575498	0.043150343799015986	0.27930153296254256
Acp2	-0.23312603056695913	0.11586300511286628	0.10037905951301074	0.39489915107319856
Ddb2	0.13808754422633118	0.07838600198527951	0.13843136671173367	0.447917189882887
Pacsin3	0.06119275142337122	0.10656865899538974	0.5906911409312768	0.8152544430629498
1110051M20Rik	-0.18822894477282137	0.05052660213698486	0.013636498016966855	0.17652440486948331
Lrp4	0.2315847164799849	0.043967145110033745	0.003279278615157729	0.1026699901272205
Ckap5	0.06764479346042407	0.027024888474160163	0.05428686254359055	0.3101540340281279
F2	0.0233837758432065	0.09491595576097066	0.8151958344956769	0.9295444966426983
Zfp408	-0.1938256872029096	0.11655417811994065	0.15720596023969255	0.47372640982712105
Arhgap1	-0.12021277456308699	0.05145796043003874	0.066700023660393	0.3348724861466934
Atg13	-0.05508962116228666	0.03611757733874606	0.18770469056702568	0.5142929197970869
Harbi1	-0.26765211786926635	0.10123496295283613	0.045762554193460835	0.28775229493043025
Ambra1	0.1557256898075119	0.07028504624411726	0.07755320799801961	0.35691316297752285
Chrm4	0.5037669088507957	0.49828202445797204	0.35840776214559	0.6696246288459254
Mdk	-0.23840744407063852	0.20523254227076518	0.2978137090557777	0.6178662681226231
Dgkz	-0.03289203285755882	0.05806581744159972	0.595560360903989	0.8176917054289412
Creb3l1	0.01899433172536913	0.19043998950423946	0.9244269656798361	0.9736844260787056
Phf21a	0.007657758040213736	0.16545186450028915	0.9648756889826671	0.9882503106922224
Large2	0.19530517730476665	0.2892204854726295	0.5294594774220118	0.7828769785693341
Pex16	-0.07045510495590257	0.03353859592201464	0.08967160476342967	0.3784128820297632
1700029I15Rik	-0.2675558122673547	0.12218890309317737	0.08012798299956507	0.36114180761305525
Mapk8ip1	0.2698224407933161	0.0364082924411027	0.0007042361922191628	0.05342832360989305
Cry2	-0.06885542799355626	0.19572347549669303	0.7393295260663497	0.8919109972562816
Slc35c1	0.10788393038848199	0.0810666915463372	0.24071090499691164	0.5681731725847688
Chst1	-0.044467704715483336	0.08869284229229571	0.6374023938307072	0.8397879208429733
Syt13	-0.2776615648873051	0.17830419730075425	0.180146972131947	0.5041389225092623
Prdm11	-0.10827412734890629	0.10048408550169388	0.33046386671446104	0.6467550451983161
Trp53i11	-0.26402644816514886	0.09667447159323089	0.04122686619185214	0.27314208904538345
Tspan18	-1.2345807462509257	0.7844085917437449	0.17632366007730751	0.5002925718769907
Cd82	0.1474692130096562	0.24149610401587288	0.56812139146591	0.8028393505148708
Alx4	0.42183710559023957	0.28041938496411223	0.1928337198338426	0.5191369548394623
Ext2	0.038812231691887966	0.058529305006471605	0.5365947462414494	0.7850406791141624
Accs	-0.09862989676656042	0.2082728355903369	0.6557680588669093	0.8500061072108849
Accsl	0.1327160702801703	0.11904333933619209	0.31561044790910164	0.6354879798276929
Gm13889	-0.036465106035032946	0.1214697565202832	0.7761057981370237	0.9108196045011457
Alkbh3	0.16474298761391282	0.03812847528013137	0.007565352703137389	0.13895871726173797
Hsd17b12	-0.014581828123803042	0.14687016966669847	0.9247706656136205	0.9737590323548417
Ttc17	0.03636486277724238	0.09898796107005739	0.7283824045082611	0.8883255160006994
Api5	-0.11456609537956464	0.12014880019929856	0.38410885698548153	0.6869310185967336
Lrrc4c	0.07276045549538068	0.1655737430117488	0.6786826235386991	0.8643530392695097
B230118H07Rik	-0.053890569879900596	0.10857018331968742	0.6406845195818229	0.8415964910368695
Rag2	-0.26336530128344726	0.14197462713515724	0.1227545215397282	0.4283839973766618
Rag1	-0.020080328895173777	0.07188359818118736	0.7911665420746186	0.9181056789027029
Traf6	0.16388131661025618	0.09176925359937073	0.1341892206854424	0.4417290962268609
Prr5l	0.13222082783705158	0.09083276579463379	0.2052565243942421	0.533911041570314
Commd9	0.05739575849086087	0.13667508833003103	0.6919619856581488	0.8702393966722989
Ldlrad3	0.03771368516785367	0.10096077161465569	0.7240555714606383	0.8860422410282629
Trim44	-0.07857216406786449	0.04642031520104382	0.15130865828463783	0.46526849518291447
Fjx1	0.01147037102701276	0.16713675810874357	0.9479452316005207	0.9821675100964091
Pamr1	0.01547647806953023	0.11735078818121031	0.9002201335611522	0.9627708531825135
Slc1a2	0.31079206449333263	0.044859503203172967	0.0009613055124773279	0.05929494326089692
Cd44	0.015717949860808655	0.14513322788420832	0.9179694154745446	0.9711025068444135
Pdhx	0.021615164323610436	0.08191335109263753	0.8024041280509769	0.9241640629255333
Apip	0.07259200658181442	0.08451114615384354	0.42960742460752127	0.7194665997633283
Ehf	0.06487154394180325	0.16170627222277006	0.7048658387832656	0.8757442174403441
Elf5	0.12543312486056202	0.15802087297409706	0.4633153093007278	0.742013696769069
Cat	0.01902890794980827	0.18111263794030885	0.9204075991781133	0.9720797661026431
Abtb2	-0.07603816015455367	0.0614270084504884	0.2707203735365488	0.5954247070408936
Nat10	0.18312709752641165	0.06499983374928955	0.03722468725568372	0.26438269200125203
Caprin1	-0.12287987733604311	0.048375616519555124	0.05188621633306263	0.30491682979092016
Lmo2	0.36488080659372635	0.18450868461114872	0.10490208260400827	0.4023588010798554
Fbxo3	-0.11134624724959519	0.09787330502971711	0.30682488936630303	0.6267029154935474
Cd59b	0.09971326734401353	0.11824323119095954	0.4375373197910733	0.7231806026708951
Cd59a	-0.40341519479126475	0.18375149928932535	0.07954960384220412	0.36071601893682803
A930018P22Rik	0.24491244610967416	0.10171406164726432	0.0610257336566039	0.3224812885251143
D430041D05Rik	0.20499106618813023	0.1657183776720174	0.2710192824641147	0.5955363230645062
Hipk3	0.1847848429823964	0.08394069978888462	0.07895720114853813	0.3599673172053182
Cstf3	-0.20005170920347215	0.06717480261839767	0.030868266196697452	0.24509284750125146
Tcp11l1	0.0031400023997223414	0.07182794233588294	0.9668232026506807	0.988496991683959
Depdc7	0.05621496267431203	0.1293408072302125	0.6819512460873487	0.8657811265701529
Prrg4	-0.5396312053536867	0.43678645880332284	0.2715400722650594	0.5958536111426643
Ccdc73	-0.0681349439649701	0.07136879903245774	0.3835788502119634	0.6866206792478579
Eif3m	-0.06477057663753794	0.06229857940798761	0.3461280318673593	0.6599974267318596
Wt1	0.11068631749282994	0.11439565334135013	0.3776956903131697	0.682881202027502
Them7	-0.07081891958630526	0.032711291301259764	0.08266653559866922	0.3653282394028465
Rcn1	0.44947189602091075	0.2723438034466675	0.15977662485991162	0.4763313071265144
Pax6	0.14415486394223498	0.3389969808942568	0.6883427900976029	0.8684224551791866
Elp4	0.06513100458165333	0.04980747393388399	0.2478850837359351	0.5743079900727571
Immp1l	0.11316544719457422	0.11483369589836628	0.3696467090637769	0.6769372687820399
Dnajc24	-0.010783102297786229	0.08023198343719538	0.8983294753740559	0.9623154104210626
Mpped2	0.17027667642480981	0.20562288936959522	0.4453268125612628	0.7284020150613361
Arl14ep	-0.2686013890515815	0.10285051495945803	0.04757944082629825	0.29195832824778634
Kcna4	0.048851800019860114	0.3692559776317449	0.899907776924841	0.9627708531825135
Mettl15	0.015852556787808947	0.10265353746863673	0.8833123926389699	0.9565638227247044
Kif18a	0.1307368722935196	0.03570727440147154	0.01457432367032574	0.18155851137464565
Bdnf	-0.638085322336976	0.2913116713358265	0.08005760897274111	0.36114180761305525
Lin7c	-0.08600211312486206	0.06091821068535875	0.21711609205005084	0.5456287804316495
Lgr4	-0.12222254380501507	0.15965482641162063	0.4785081569378802	0.7523000406781486
Ccdc34	0.08518618400419165	0.11419394369257149	0.48924550124980193	0.7594750502344226
Bbox1	-0.048412424680136734	0.5511051150353159	0.9334088240345787	0.9772122400326549
Fibin	-0.28980113570573707	0.17133455687048463	0.1515410215558659	0.4653603748677646
Ano3	0.3973506944919736	0.3650980896318447	0.3261002750624474	0.6434712893234635
Muc15	-0.18739950440729974	0.14163124109065126	0.24306130351333063	0.5708544588002965
Olfr1288	-0.0708158885989898	0.05527067775437408	0.25630683802069515	0.5828873764369392
Olfr1297	-0.06864554191670146	0.04766805847792862	0.20939334073586133	0.5383330195496926
Olfr1302	0.022419243284101928	0.05105377584087675	0.6788957093533026	0.8643580538600928
Olfr1317	-0.023126743901915332	0.04352710991370019	0.6179453692440755	0.8302086811401213
Lpcat4	0.25298037941203155	0.10868178535483039	0.06740262513094127	0.3357213504874821
Nutm1	0.07801912653995675	0.05571795822670246	0.22033324031074344	0.5482615705401147
Nop10	0.17702108287184082	0.0496573622156447	0.016131418488960294	0.18921312616368718
Slc12a6	-0.11847293259079006	0.08675374132016507	0.23028298013543347	0.5565616331338571
Emc4	0.13335877330431334	0.047282417498559715	0.03708798295875293	0.2641540052956246
Katnbl1	0.2770631622652795	0.06105287792691262	0.006179523675483264	0.12970481478365675
Emc7	-0.06448101858252908	0.10284222717288038	0.5581787854088087	0.797377592602231
Chrm5	-0.11687032761333338	0.2748453229790774	0.6883545238056816	0.8684224551791866
Aven	0.0918918994013902	0.090054453141154	0.3543441378985498	0.665843566227861
Ryr3	0.1638154176925548	0.20357052101127643	0.4575271055187355	0.7385392619207319
Tmco5b	0.1949146999995534	0.12105463070364346	0.1682827479179916	0.4891236523189372
Fmn1	0.2970183219750311	0.07409511100449012	0.01023562849893868	0.15719827479428122
Grem1	-0.44182799035838993	0.15783887911529562	0.03802797174465485	0.2659223354106977
Scg5	0.036946121924476216	0.04146801257216737	0.4137665094752539	0.7091730604598676
Arhgap11a	0.5180790599242306	0.15067702811565592	0.018468407785511922	0.20125329538714407
Gjd2	-0.30702951575145	0.1669244505576384	0.12525512717968848	0.4317510518276014
Aqr	0.21416754331793353	0.07859535508701827	0.04152982079617314	0.27373583236903437
Zfp770	0.06211205532997166	0.0707829836403427	0.42037272477590054	0.7132667960502993
Dph6	0.2861390573428002	0.16715960672393831	0.14761956754364977	0.4606945574974654
BC052040	0.1845055329063392	0.11365123356076373	0.1654236859901306	0.484432055465518
Meis2	0.8299617535449686	0.6392480829202997	0.2508270888057735	0.577060445362803
Tmco5	-0.15245966795494215	0.06402631098965425	0.06307087041497669	0.3277662869632127
Spred1	-0.13057251516741442	0.3826099708750109	0.7467757253163352	0.8954050565898554
Fam98b	-0.07886089386418327	0.08108185892589082	0.3754175565709655	0.6809334680353994
Rasgrp1	0.11907646320036314	0.10227725296636322	0.2968488444886463	0.6168560325680261
Thbs1	0.4578580901093987	0.39878155260327525	0.30285697196718614	0.6221608802770665
Fsip1	-0.13646695584980617	0.28681710790599113	0.6542801968931768	0.8491055059539258
Gpr176	0.037837238220335134	0.08314081773780642	0.6681176725150678	0.8571598599300563
